tweet_id,favorite_count,retweet_count,total_engagements,timestamp,name,rating,date,nicktype,dog_type
668986018524233728,578,183,761,2015-11-24 02:54:30,Ruby,0.9,2015-11,,Chihuahua
668979806671884288,842,382,1224,2015-11-24 02:29:49,Chaz,1.2,2015-11,,golden_retriever
668975677807423489,1386,641,2027,2015-11-24 02:13:25,Jeremy,1.1,2015-11,,basset
668960084974809088,757,263,1020,2015-11-24 01:11:27,Jaycob,1.0,2015-11,,Chesapeake_Bay_retriever
668955713004314625,300,77,377,2015-11-24 00:54:05,a,1.0,2015-11,,cocker_spaniel
668932921458302977,284,63,347,2015-11-23 23:23:31,Herald,0.9,2015-11,,standard_poodle
668902994700836864,338,107,445,2015-11-23 21:24:36,Lambeau,1.1,2015-11,,Brittany_spaniel
668892474547511297,422,164,586,2015-11-23 20:42:48,Ruffles,1.1,2015-11,,kelpie
668872652652679168,566,322,888,2015-11-23 19:24:02,Amélie,1.1,2015-11,,miniature_schnauzer
668852170888998912,479,184,663,2015-11-23 18:02:38,Bobb,1.1,2015-11,,golden_retriever
668826086256599040,467,150,617,2015-11-23 16:18:59,Banditt,1.0,2015-11,,malinois
668815180734689280,610,291,901,2015-11-23 15:35:39,a,0.7,2015-11,,redbone
668779399630725120,749,409,1158,2015-11-23 13:13:28,Kevon,1.0,2015-11,,Chesapeake_Bay_retriever
668655139528511488,562,233,795,2015-11-23 04:59:42,Winifred,1.1,2015-11,,beagle
668641109086707712,1145,573,1718,2015-11-23 04:03:57,Hanz,1.0,2015-11,,pug
668636665813057536,1114,528,1642,2015-11-23 03:46:18,an,1.0,2015-11,,komondor
668633411083464705,3024,1788,4812,2015-11-23 03:33:22,Churlie,1.0,2015-11,,Pekinese
668631377374486528,763,349,1112,2015-11-23 03:25:17,Zeek,0.5,2015-11,,miniature_schnauzer
668627278264475648,341,123,464,2015-11-23 03:09:00,Timofy,0.9,2015-11,,French_bulldog
668625577880875008,417,140,557,2015-11-23 03:02:14,Maks,1.0,2015-11,,groenendael
668623201287675904,1551,851,2402,2015-11-23 02:52:48,Jomathan,1.0,2015-11,,Chihuahua
668567822092664832,265,62,327,2015-11-22 23:12:44,Marvin,1.1,2015-11,,Shih-Tzu
668542336805281792,497,231,728,2015-11-22 21:31:28,,1.0,2015-11,,American_Staffordshire_terrier
668537837512433665,265,79,344,2015-11-22 21:13:35,Spark,0.8,2015-11,,Lakeland_terrier
668528771708952576,496,242,738,2015-11-22 20:37:34,Gòrdón,1.2,2015-11,,Labrador_retriever
668507509523615744,345,116,461,2015-11-22 19:13:05,a,1.0,2015-11,,basenji
668496999348633600,436,146,582,2015-11-22 18:31:19,Jo,0.8,2015-11,,Staffordshire_bullterrier
668484198282485761,453,253,706,2015-11-22 17:40:27,,0.9,2015-11,,standard_poodle
668480044826800133,491,162,653,2015-11-22 17:23:57,DayZ,1.1,2015-11,,Labrador_retriever
668297328638447616,656,319,975,2015-11-22 05:17:54,,0.9,2015-11,,Eskimo_dog
668286279830867968,535,149,684,2015-11-22 04:33:59,Rusty,1.1,2015-11,,golden_retriever
668274247790391296,886,248,1134,2015-11-22 03:46:11,Sophie,1.0,2015-11,,soft-coated_wheaten_terrier
668268907921326080,592,261,853,2015-11-22 03:24:58,,1.0,2015-11,,Pembroke
668256321989451776,1385,667,2052,2015-11-22 02:34:57,Jareld,1.3,2015-11,,Pembroke
668248472370458624,1056,523,1579,2015-11-22 02:03:45,Bisquick,0.8,2015-11,,Chihuahua
668237644992782336,6614,3100,9714,2015-11-22 01:20:44,Torque,1.0,2015-11,,chow
668221241640230912,537,215,752,2015-11-22 00:15:33,,1.0,2015-11,,chow
668204964695683073,586,206,792,2015-11-21 23:10:52,Ron,0.8,2015-11,,Labrador_retriever
668190681446379520,696,210,906,2015-11-21 22:14:07,Skittles,1.2,2015-11,,Blenheim_spaniel
668171859951755264,525,208,733,2015-11-21 20:59:20,a,0.7,2015-11,,Chihuahua
668113020489474048,709,265,974,2015-11-21 17:05:31,Alfie,0.6,2015-11,,Pembroke
667924896115245057,318,119,437,2015-11-21 04:37:59,Jiminy,0.9,2015-11,,Labrador_retriever
667915453470232577,222,59,281,2015-11-21 04:00:28,Otis,1.0,2015-11,,boxer
667902449697558528,905,396,1301,2015-11-21 03:08:47,Cleopatricia,0.9,2015-11,,Norwegian_elkhound
667886921285246976,2011,1180,3191,2015-11-21 02:07:05,Erik,1.1,2015-11,,Pomeranian
667885044254572545,868,530,1398,2015-11-21 01:59:37,Stu,1.0,2015-11,,malamute
667878741721415682,409,127,536,2015-11-21 01:34:35,Tedrick,0.2,2015-11,,miniature_pinscher
667861340749471744,253,86,339,2015-11-21 00:25:26,a,0.9,2015-11,,malamute
667832474953625600,303,68,371,2015-11-20 22:30:44,,1.2,2015-11,,miniature_pinscher
667806454573760512,1111,535,1646,2015-11-20 20:47:20,Filup,1.0,2015-11,,Chihuahua
667801013445750784,346,101,447,2015-11-20 20:25:43,,1.2,2015-11,,flat-coated_retriever
667793409583771648,736,358,1094,2015-11-20 19:55:30,,0.8,2015-11,,dalmatian
667773195014021121,243,61,304,2015-11-20 18:35:10,a,0.8,2015-11,,West_Highland_white_terrier
667728196545200128,398,162,560,2015-11-20 15:36:22,Olive,1.1,2015-11,,kuvasz
667546741521195010,355,138,493,2015-11-20 03:35:20,George,0.9,2015-11,,toy_poodle
667544320556335104,917,568,1485,2015-11-20 03:25:43,Kial,1.0,2015-11,,Pomeranian
667538891197542400,220,72,292,2015-11-20 03:04:08,a,0.9,2015-11,,Yorkshire_terrier
667534815156183040,866,576,1442,2015-11-20 02:47:56,Frank,0.8,2015-11,,Pembroke
667530908589760512,501,264,765,2015-11-20 02:32:25,Naphaniel,1.0,2015-11,,golden_retriever
667524857454854144,1798,1198,2996,2015-11-20 02:08:22,,1.2,2015-11,,Chesapeake_Bay_retriever
667517642048163840,389,203,592,2015-11-20 01:39:42,Dook,0.8,2015-11,,Italian_greyhound
667509364010450944,7148,2272,9420,2015-11-20 01:06:48,,1.2,2015-11,,beagle
667502640335572993,563,231,794,2015-11-20 00:40:05,Hall,1.1,2015-11,,Labrador_retriever
667495797102141441,565,294,859,2015-11-20 00:12:54,Philippe,0.9,2015-11,,Chihuahua
667491009379606528,559,242,801,2015-11-19 23:53:52,,0.7,2015-11,,borzoi
667470559035432960,273,102,375,2015-11-19 22:32:36,a,1.1,2015-11,,toy_poodle
667455448082227200,203,66,269,2015-11-19 21:32:34,Reese,0.7,2015-11,,Tibetan_terrier
667453023279554560,327,96,423,2015-11-19 21:22:56,Cupcake,1.1,2015-11,,Labrador_retriever
667435689202614272,326,89,415,2015-11-19 20:14:03,,1.2,2015-11,,Rottweiler
667405339315146752,489,234,723,2015-11-19 18:13:27,Biden,0.7,2015-11,,Saint_Bernard
667393430834667520,211,60,271,2015-11-19 17:26:08,Fwed,0.8,2015-11,,papillon
667211855547486208,516,258,774,2015-11-19 05:24:37,Genevieve,0.9,2015-11,,golden_retriever
667200525029539841,658,282,940,2015-11-19 04:39:35,Joshwa,1.1,2015-11,,Siberian_husky
667192066997374976,414,115,529,2015-11-19 04:05:59,,1.2,2015-11,,Rottweiler
667182792070062081,15075,6618,21693,2015-11-19 03:29:07,Timison,1.0,2015-11,,golden_retriever
667177989038297088,200,58,258,2015-11-19 03:10:02,a,0.8,2015-11,,vizsla
667176164155375616,640,484,1124,2015-11-19 03:02:47,,0.4,2015-11,,soft-coated_wheaten_terrier
667174963120574464,262,88,350,2015-11-19 02:58:01,Clarence,0.9,2015-11,,toy_poodle
667171260800061440,235,97,332,2015-11-19 02:43:18,Kenneth,1.0,2015-11,,giant_schnauzer
667165590075940865,2819,1241,4060,2015-11-19 02:20:46,Churlie,1.0,2015-11,,miniature_pinscher
667160273090932737,268,66,334,2015-11-19 01:59:39,Bradlay,1.1,2015-11,,golden_retriever
667152164079423490,49720,18285,68005,2015-11-19 01:27:25,Pipsy,1.2,2015-11,,toy_poodle
667138269671505920,4851,2387,7238,2015-11-19 00:32:12,,1.0,2015-11,,West_Highland_white_terrier
667119796878725120,346,135,481,2015-11-18 23:18:48,Gabe,1.0,2015-11,,Pembroke
667090893657276420,349,132,481,2015-11-18 21:23:57,Clybe,0.7,2015-11,,Chihuahua
667073648344346624,425,134,559,2015-11-18 20:15:26,Dave,1.0,2015-11,,Chihuahua
667062181243039745,227,57,284,2015-11-18 19:29:52,Keet,1.0,2015-11,,Chesapeake_Bay_retriever
667044094246576128,198,54,252,2015-11-18 18:17:59,,1.2,2015-11,,golden_retriever
666996132027977728,258,102,360,2015-11-18 15:07:24,Carll,1.0,2015-11,,Rottweiler
666835007768551424,222,83,305,2015-11-18 04:27:09,,1.0,2015-11,,Airedale
666826780179869698,266,105,371,2015-11-18 03:54:28,,1.2,2015-11,,Maltese_dog
666817836334096384,540,267,807,2015-11-18 03:18:55,Jeph,0.9,2015-11,,miniature_schnauzer
666804364988780544,250,95,345,2015-11-18 02:25:23,Jockson,0.8,2015-11,,English_setter
666781792255496192,404,211,615,2015-11-18 00:55:42,a,1.0,2015-11,,Italian_greyhound
666776908487630848,368,186,554,2015-11-18 00:36:17,Josep,0.5,2015-11,,miniature_pinscher
666739327293083650,244,71,315,2015-11-17 22:06:57,Lugan,1.0,2015-11,,miniature_poodle
666701168228331520,449,234,683,2015-11-17 19:35:19,a,0.8,2015-11,,Labrador_retriever
666691418707132416,196,51,247,2015-11-17 18:56:35,Christoper,0.8,2015-11,,German_shepherd
666649482315059201,923,608,1531,2015-11-17 16:09:56,,0.4,2015-11,,Border_collie
666644823164719104,238,88,326,2015-11-17 15:51:26,Jimothy,0.9,2015-11,,Ibizan_hound
666454714377183233,545,223,768,2015-11-17 03:16:00,Kreggory,1.0,2015-11,,dalmatian
666447344410484738,107,23,130,2015-11-17 02:46:43,Scout,0.9,2015-11,,curly-coated_retriever
666437273139982337,131,52,183,2015-11-17 02:06:42,,0.7,2015-11,,Chihuahua
666435652385423360,170,54,224,2015-11-17 02:00:15,,1.0,2015-11,,Chesapeake_Bay_retriever
666430724426358785,330,204,534,2015-11-17 01:40:41,,0.6,2015-11,,Irish_terrier
666428276349472768,171,90,261,2015-11-17 01:30:57,,0.7,2015-11,,Pembroke
666421158376562688,327,118,445,2015-11-17 01:02:40,,1.2,2015-11,,Blenheim_spaniel
666418789513326592,129,48,177,2015-11-17 00:53:15,Walter,1.0,2015-11,,toy_terrier
666407126856765440,113,44,157,2015-11-17 00:06:54,a,0.7,2015-11,,black-and-tan_coonhound
666396247373291520,172,92,264,2015-11-16 23:23:41,,0.9,2015-11,,Chihuahua
666373753744588802,194,100,294,2015-11-16 21:54:18,,1.1,2015-11,,soft-coated_wheaten_terrier
666353288456101888,229,77,306,2015-11-16 20:32:58,,0.8,2015-11,,malamute
666345417576210432,307,146,453,2015-11-16 20:01:42,,1.0,2015-11,,golden_retriever
666337882303524864,204,96,300,2015-11-16 19:31:45,an,0.9,2015-11,,Newfoundland
666287406224695296,152,71,223,2015-11-16 16:11:11,an,0.9,2015-11,,Maltese_dog
666273097616637952,184,82,266,2015-11-16 15:14:19,,1.1,2015-11,,Italian_greyhound
666102155909144576,81,16,97,2015-11-16 03:55:04,,1.1,2015-11,,English_setter
666099513787052032,164,73,237,2015-11-16 03:44:34,,0.8,2015-11,,Lhasa
666094000022159362,169,79,248,2015-11-16 03:22:39,,0.9,2015-11,,bloodhound
666082916733198337,121,47,168,2015-11-16 02:38:37,,0.6,2015-11,,pug
666073100786774016,335,174,509,2015-11-16 01:59:36,,1.0,2015-11,,Walker_hound
666071193221509120,154,67,221,2015-11-16 01:52:02,,0.9,2015-11,,Gordon_setter
666063827256086533,496,232,728,2015-11-16 01:22:45,the,1.0,2015-11,,golden_retriever
666058600524156928,115,61,176,2015-11-16 01:01:59,the,0.8,2015-11,,miniature_poodle
666057090499244032,304,146,450,2015-11-16 00:55:59,a,0.9,2015-11,,golden_retriever
666055525042405380,448,261,709,2015-11-16 00:49:46,a,1.0,2015-11,,chow
666050758794694657,136,60,196,2015-11-16 00:30:50,a,1.0,2015-11,,Bernese_mountain_dog
666049248165822465,111,41,152,2015-11-16 00:24:50,,0.5,2015-11,,miniature_pinscher
666044226329800704,311,147,458,2015-11-16 00:04:52,a,0.6,2015-11,,Rhodesian_ridgeback
666033412701032449,128,47,175,2015-11-15 23:21:54,a,0.9,2015-11,,German_shepherd
666029285002620928,132,48,180,2015-11-15 23:05:30,a,0.7,2015-11,,redbone
666020888022790149,2535,532,3067,2015-11-15 22:32:08,,0.8,2015-11,,Welsh_springer_spaniel
